2 theta,Intensity
21.90359898,-0.008186654
21.92403851,0.036081178
21.94447805,-0.074144414
21.96491759,0.032664347
21.98535713,0.016229683
22.00579667,0.13349604
22.02623621,0.101477305
22.04667575,-0.043368188
22.06711529,-0.13090155
22.08755483,0.186099442
22.10799437,0.195829231
22.12843391,-0.044420515
22.14887344,0.074725203
22.16931298,-0.160275282
22.18975252,-0.020255302
22.21019206,0.133674032
22.2306316,0.096651607
22.25107114,-0.030628131
22.27151068,-0.076290182
22.29195022,0.02034049
22.31238976,-0.002800039
22.3328293,0.052204896
22.35326884,-0.002144705
22.37370837,0.033803936
22.39414791,0.09755082
22.41458745,0.064095945
22.43502699,0.077536535
22.45546653,-0.039210744
22.47590607,0.099270775
22.49634561,0.112772758
22.51678515,-0.061204795
22.53722469,0.108588117
22.55766423,0.134304271
22.57810377,-0.029195222
22.5985433,0.173645194
22.61898284,0.209839407
22.63942238,0.101956863
22.65986192,0.183330894
22.68030146,0.051183723
22.700741,0.012807016
22.72118054,0.028270218
22.74162008,0.088892773
22.76205962,0.100924682
22.78249916,0.194574277
22.8029387,0.05907767
22.82337824,-0.005217918
22.84381777,0.107590293
22.86425731,0.09889119
22.88469685,0.147504218
22.90513639,-0.052126179
22.92557593,-0.076388889
22.94601547,0.019943521
22.96645501,0.149282507
22.98689455,-0.04427471
23.00733409,0.095521871
23.02777363,0.018325027
23.04821317,0.128648648
23.0686527,0.015034399
23.08909224,0.134079504
23.10953178,0.01356174
23.12997132,-0.044435559
23.15041086,-0.071162395
23.1708504,0.077478457
23.19128994,0.104611994
23.21172948,0.076210441
23.23216902,-0.070226203
23.25260856,-0.010045161
23.2730481,-0.050538099
23.29348763,-0.077121684
23.31392717,-0.009934805
23.33436671,-0.116338572
23.35480625,0.056792014
23.37524579,0.005984731
23.39568533,0.087142357
23.41612487,0.039848225
23.43656441,-0.000480998
23.45700395,-0.054678646
23.47744349,0.080380282
23.49788303,0.034904118
23.51832256,-0.078259914
23.5387621,-0.064728341
23.55920164,-0.000829081
23.57964118,0.017951754
23.60008072,0.015919721
23.62052026,-0.027758515
23.6409598,0.013653157
23.66139934,-0.057761928
23.68183888,0.020149007
23.70227842,-0.023447371
23.72271796,-0.034037174
23.74315749,0.096018487
23.76359703,-0.008280387
23.78403657,-0.039642131
23.80447611,-0.084872298
23.82491565,0.116445776
23.84535519,-0.01728513
23.86579473,0.00699054
23.88623427,0.001772785
23.90667381,-0.07286895
23.92711335,-0.060684665
23.94755289,-0.083202138
23.96799242,0.106106409
23.98843196,0.125296531
24.0088715,0.099368229
24.02931104,0.019640947
24.04975058,-0.02707976
24.07019012,-0.22655778
24.09062966,0.026015686
24.1110692,0.025137393
24.13150874,0.052057342
24.15194828,-0.105030022
24.17238782,-0.052570731
24.19282736,-0.050438198
24.21326689,-0.058701868
24.23370643,0.061527149
24.25414597,0.138373853
24.27458551,-0.024342313
24.29502505,0.002198097
24.31546459,-0.004227139
24.33590413,0.100479199
24.35634367,0.022914336
24.37678321,0.162383826
24.39722275,0.058818224
24.41766229,0.010828642
24.43810182,0.09480397
24.45854136,0.137133095
24.4789809,-0.027114538
24.49942044,-0.038563929
24.51985998,0.179173811
24.54029952,0.042765349
24.56073906,-0.003344871
24.5811786,0.091190373
24.60161814,0.10414886
24.62205768,0.078933366
24.64249722,0.086724448
24.66293675,0.115369328
24.68337629,-0.07645144
24.70381583,0.179664924
24.72425537,0.144135086
24.74469491,-0.042415955
24.76513445,0.128692357
24.78557399,0.04287669
24.80601353,0.078609264
24.82645307,0.162973414
24.84689261,0.110205251
24.86733215,0.161624218
24.88777168,-0.03693635
24.90821122,0.030148547
24.92865076,0.192740018
24.9490903,0.199101954
24.96952984,0.281873244
24.98996938,0.013970553
25.01040892,0.214838327
25.03084846,0.09628212
25.051288,0.114899156
25.07172754,0.043258878
25.09216708,0.141777954
25.11260661,0.099692493
25.13304615,0.120127498
25.15348569,0.173569077
25.17392523,0.174947788
25.19436477,0.033985852
25.21480431,0.181238825
25.23524385,-0.01697385
25.25568339,0.25184783
25.27612293,-0.069587805
25.29656247,0.107260915
25.31700201,0.10010232
25.33744154,-0.011202477
25.35788108,0.054596524
25.37832062,0.052707656
25.39876016,0.165422586
25.4191997,-0.093369798
25.43963924,0.133969394
25.46007878,0.149523495
25.48051832,0.022736948
25.50095786,0.222359755
25.5213974,0.152905805
25.54183694,-0.036319348
25.56227648,0.060934296
25.58271601,0.083555627
25.60315555,0.054114089
25.62359509,0.014276349
25.64403463,-0.060263149
25.66447417,-0.02193496
25.68491371,-0.044350196
25.70535325,-0.00771719
25.72579279,0.16956128
25.74623233,-0.075014785
25.76667187,0.025915725
25.78711141,-0.150911078
25.80755094,0.132352028
25.82799048,0.018066154
25.84843002,0.186786855
25.86886956,0.253097465
25.8893091,0.206581317
25.90974864,-0.036094923
25.93018818,0.06152708
25.95062772,-0.023122119
25.97106726,0.050235257
25.9915068,0.040279764
26.01194634,0.033816958
26.03238587,-0.066375384
26.05282541,0.020952738
26.07326495,-0.018434786
26.09370449,0.074142598
26.11414403,0.121601558
26.13458357,-0.065294017
26.15502311,-0.03515524
26.17546265,-0.044926554
26.19590219,0.158864264
26.21634173,-0.038366121
26.23678127,0.188035069
26.2572208,0.103692835
26.27766034,0.08881551
26.29809988,-0.011110795
26.31853942,0.137247253
26.33897896,0.112014654
26.3594185,0.128469186
26.37985804,0.111958071
26.40029758,-0.017379801
26.42073712,-0.115447209
26.44117666,0.015917546
26.4616162,0.150774988
26.48205573,0.146764005
26.50249527,0.029926264
26.52293481,0.069358988
26.54337435,0.016798287
26.56381389,0.012869162
26.58425343,0.071460501
26.60469297,0.097086193
26.62513251,0.034190683
26.64557205,0.080690637
26.66601159,0.167141611
26.68645113,0.036599161
26.70689066,-0.099131159
26.7273302,0.068978431
26.74776974,0.117316818
26.76820928,0.042411781
26.78864882,-0.008167237
26.80908836,0.087107543
26.8295279,0.151152788
26.84996744,0.131885163
26.87040698,0.01367967
26.89084652,0.185425197
26.91128606,-0.057739368
26.9317256,0.148769309
26.95216513,-0.125604327
26.97260467,0.080945279
26.99304421,0.079182017
27.01348375,0.077439218
27.03392329,0.126064106
27.05436283,0.075751125
27.07480237,0.108791942
27.09524191,0.192200446
27.11568145,0.183615525
27.13612099,0.129912179
27.15656053,0.138729298
27.17700006,0.229164103
27.1974396,-0.05885285
27.21787914,0.311136773
27.23831868,0.156841305
27.25875822,0.118885745
27.27919776,0.101783983
27.2996373,0.180188797
27.32007684,0.114516853
27.34051638,0.307545928
27.36095592,-0.021973976
27.38139546,0.190193251
27.40183499,0.334672608
27.42227453,0.163200208
27.44271407,0.147998272
27.46315361,0.245664023
27.48359315,0.126336349
27.50403269,0.187584695
27.52447223,0.359964617
27.54491177,0.212920558
27.56535131,0.251660853
27.58579085,0.17757439
27.60623039,0.285800057
27.62666992,0.307240634
27.64710946,0.309604453
27.667549,0.263377625
27.68798854,0.055712928
27.70842808,0.169249251
27.72886762,0.308847705
27.74930716,0.408536068
27.7697467,0.081161561
27.79018624,0.312835297
27.81062578,0.348348942
27.83106532,0.212008051
27.85150485,0.242354291
27.87194439,0.225845996
27.89238393,0.316997053
27.91282347,0.376918575
27.93326301,0.407346673
27.95370255,0.502031346
27.97414209,0.34152815
27.99458163,0.302573196
28.01502117,0.454610929
28.03546071,0.400071904
28.05590025,0.347289454
28.07633979,0.320569135
28.09677932,0.521299837
28.11721886,0.21857878
28.1376584,0.518308743
28.15809794,0.460420282
28.17853748,0.274080063
